Date,Open.SBI,High.SBI,Low.SBI,Close.SBI,Adj Close.SBI,Volume.SBI,Open.RCOM,High.Rcom,Low.Rcom,Close.Rcom,Adj Close.Rcom,Volume.Rcom,Open.kcp,High.kcp,Low.kcp,Close.kcp,Adj Close.kcp,Volume.kcp,Open.HDFC,High.HDFC,Low.HDFC,Close.HDFC,Adj Close.HDFC,Volume.HDFC,Open.HATH,High.HATH,Low.HATH,Close.HATH,Adj Close.HATH,Volume.HATH
8/8/2017,311,311.799988,301.200012,303.649994,303.649994,13578680,24.049999,24.1,22.65,22.9,22.9,13995098,103.5,103.5,101,101.400002,99.442474,23126,1792.099976,1797.25,1766.099976,1777.900024,1777.900024,1008843,32.549999,32.549999,31.35,32.049999,32.049999,6775
8/9/2017,302.75,307.450012,300.100006,302.299988,302.299988,15852734,22.85,23.299999,22,22.200001,22.200001,14895690,101,102,99.349998,100.150002,98.216606,18956,1771,1777.050049,1758.349976,1764.449951,1764.449951,817514,31.299999,31.9,31.299999,31.700001,31.700001,13369
8/10/2017,301.200012,302.399994,292,296.700012,296.700012,14519518,22.4,22.4,20.35,21.200001,21.200001,19092243,98.949997,100.349998,95.099998,96.099998,94.244789,38802,1760,1766,1752.849976,1760.449951,1760.449951,1947111,31.299999,31.299999,30,30.25,30.25,15638
8/11/2017,294.5,303,277.450012,280.149994,280.149994,67652562,20.950001,21.35,19.9,20.75,20.75,17576664,95.050003,97.75,91.800003,97.400002,95.519699,25529,1745,1758,1731.150024,1749.050049,1749.050049,1589959,29.65,36.299999,27.049999,30.299999,30.299999,40036
8/14/2017,281.450012,282.399994,276.5,278.200012,278.200012,23773509,20.700001,24.75,20.049999,24.1,24.1,54805506,99.900002,102,99,101.650002,99.687653,14778,1753,1774.949951,1748,1757.199951,1757.199951,894271,30.35,32.25,29.85,31.9,31.9,13730
8/16/2017,278.200012,283.899994,274.200012,283.100006,283.100006,21074533,24.1,24.1,22.549999,23.35,23.35,24419101,101.650002,103.349998,101.050003,102.300003,100.325104,9891,1757.199951,1789.800049,1748.550049,1781.25,1781.25,1106708,31.9,32.599998,31.5,31.85,31.85,7465
8/17/2017,283.799988,284.700012,280,280.850006,280.850006,12134114,23.35,23.75,22.9,23.200001,23.200001,16257814,103.800003,107.400002,103.800003,105.150002,103.120079,39543,1776.25,1780.949951,1753.75,1765.400024,1765.400024,1363717,32,32.349998,32,32.150002,32.150002,5607
8/18/2017,278,279.649994,276,278.700012,278.700012,12653217,22.9,25.1,22.65,24.15,24.15,39115103,105.150002,105.150002,102.699997,102.900002,100.913521,12725,1760,1761,1743,1752.150024,1752.150024,926866,32,32.25,31.799999,32.150002,32.150002,6622
8/21/2017,279,280.649994,273.350006,274.649994,274.649994,9247153,24.1,24.5,23.25,23.4,23.4,16564924,103.400002,106.349998,102.5,103.099998,101.109657,42852,1754,1759,1738.199951,1743.199951,1743.199951,1002431,32.650002,33.25,32.650002,33.099998,33.099998,10372
8/22/2017,276,277,271.200012,273.899994,273.899994,11814388,23.5,24,22.65,22.9,22.9,20863144,103.599998,106.349998,103,103.599998,101.599998,32060,1751.300049,1754,1736.800049,1747,1747,1652389,34.700001,34.700001,32,32.099998,32.099998,1014838
8/23/2017,274.75,279.700012,274.200012,279,279,11317821,22.9,23.25,22.700001,23.049999,23.049999,13907376,103.599998,103.650002,100.5,102.099998,102.099998,11278,1750,1777.949951,1750,1772.449951,1772.449951,840131,31.950001,32.299999,31.75,31.9,31.9,21660
8/24/2017,279.700012,281.450012,277.5,280.299988,280.299988,14138226,23,23.200001,22.6,22.9,22.9,10465137,103.300003,103.300003,101.5,102.099998,102.099998,95840,1774.900024,1774.949951,1759.150024,1762.5,1762.5,1969569,32.599998,32.599998,32,32.450001,32.450001,10953
8/28/2017,280.299988,282.100006,279,279.350006,279.350006,10505317,22.9,23.5,22.9,23.25,23.25,10510360,102.099998,103.699997,102,102.349998,102.349998,9231,1762.5,1771.150024,1758.349976,1762.25,1762.25,376946,32.450001,33,32,32.849998,32.849998,10188
8/29/2017,278.450012,280.850006,276.049988,277,277,10335964,23.25,23.5,22.4,22.549999,22.549999,19376067,101,105.25,101,103.599998,103.599998,20033,1759,1759,1738,1746.150024,1746.150024,1229649,32.5,33.299999,32.5,32.75,32.75,5161
8/30/2017,278,279.25,276,276.600006,276.600006,7648702,22.700001,23.049999,22.5,22.700001,22.700001,13658571,104,106.5,103.75,105.550003,105.550003,23310,1751.949951,1770,1750.050049,1768.550049,1768.550049,673580,33.099998,33.200001,32.799999,32.900002,32.900002,9614
8/31/2017,276.850006,279.5,274.200012,277.75,277.75,14222467,22.85,23.5,22.65,23.299999,23.299999,15522124,105.5,124.050003,105.5,118.550003,118.550003,182904,1772,1779.849976,1756.400024,1776.449951,1776.449951,1825859,32.950001,32.950001,32.299999,32.450001,32.450001,5597
9/1/2017,277.649994,280.399994,276.600006,277.850006,277.850006,8255209,23.5,23.950001,23.299999,23.450001,23.450001,11887242,121.699997,124.900002,99.099998,117.650002,117.650002,215872,1781,1781.449951,1761.099976,1767.599976,1767.599976,573793,32.349998,33.5,32.200001,32.900002,32.900002,15281
9/4/2017,278.950012,279.600006,276.399994,277.75,277.75,7168751,23.299999,23.35,22.4,22.799999,22.799999,12613803,117,118.650002,113,113.849998,113.849998,61487,1765,1765,1746.099976,1750.900024,1750.900024,910631,33.799999,33.799999,31.65,31.950001,31.950001,12565
9/5/2017,278.100006,279.5,275.950012,276.549988,276.549988,9565430,23.1,23.15,22.25,22.6,22.6,12728914,114,121,113.699997,119.25,119.25,166106,1757,1764.900024,1751,1755.349976,1755.349976,920609,33,35.5,32.400002,32.599998,32.599998,23969
9/6/2017,275.950012,276.649994,273.649994,274.25,274.25,7306781,22.799999,22.9,22.299999,22.549999,22.549999,12845214,118,124.150002,117.150002,120.150002,120.150002,163579,1743.75,1762.800049,1738,1759.900024,1759.900024,1437908,32.650002,33.599998,32.400002,33.049999,33.049999,7947
9/7/2017,275.399994,276.899994,273.100006,274.200012,274.200012,16102724,22.6,22.799999,22.200001,22.35,22.35,13067482,122.25,122.650002,116.550003,119.199997,119.199997,68833,1760.099976,1776.75,1760.099976,1766.550049,1766.550049,1736605,33.5,33.549999,32.349998,32.650002,32.650002,16450
9/8/2017,274.899994,275.399994,271.100006,271.799988,271.799988,7077895,22.35,22.6,22,22.15,22.15,9269310,120.150002,123.050003,118.599998,119.449997,119.449997,37344,1773.400024,1790,1771,1787.650024,1787.650024,2077916,33.25,33.5,31.85,32.299999,32.299999,9229
9/11/2017,272.600006,273.5,269.549988,270.950012,270.950012,14489224,22.299999,22.5,22.049999,22.1,22.1,7675457,120.349998,121.099998,119.25,119.300003,119.300003,27707,1793,1829,1790.199951,1823.349976,1823.349976,2869419,32.5,32.950001,32.049999,32.799999,32.799999,5387
9/12/2017,272,275.649994,270.5,273.450012,273.450012,8375133,22.35,23.35,22,22.65,22.65,15278304,120.150002,127.5,119.25,124.550003,124.550003,198658,1827.699951,1839.900024,1818.300049,1835.199951,1835.199951,1671920,32.200001,32.799999,32.150002,32.349998,32.349998,4929
9/13/2017,274.950012,276.600006,272.5,273.399994,273.399994,10150073,22.700001,23.1,21.200001,21.75,21.75,28608760,125,129.5,123.5,124.650002,124.650002,170312,1835,1849,1824,1841.849976,1841.849976,1248844,32.25,32.599998,31.85,32.150002,32.150002,6977
9/14/2017,273.399994,275.600006,272.299988,274.200012,274.200012,8015217,21.35,21.75,21.1,21.549999,21.549999,20935135,125.150002,126.699997,121,122.150002,122.150002,83941,1840.150024,1852.5,1831.5,1839.400024,1839.400024,2038504,34,34,32,32.099998,32.099998,16500
9/15/2017,270.75,274.5,269.899994,271.5,271.5,18404860,21.549999,21.549999,19.75,20.450001,20.450001,29415254,122,124.050003,118.849998,119.849998,119.849998,53605,1836,1851.800049,1833.449951,1848.949951,1848.949951,941833,31.950001,32.349998,31.65,31.950001,31.950001,10380
9/18/2017,273,274,269.450012,270.399994,270.399994,17538678,20.25,20.549999,19.9,20.200001,20.200001,21450598,121.900002,123.599998,120,120.5,120.5,42094,1853.550049,1864.449951,1852.5,1860.449951,1860.449951,1021232,32.599998,32.599998,31.85,32.049999,32.049999,18206
9/19/2017,270.450012,270.799988,266.450012,267.799988,267.799988,14331316,20.1,20.700001,19.549999,20.1,20.1,22918286,121.050003,124.300003,119,121.5,121.5,74440,1864.900024,1868,1847.550049,1849.699951,1849.699951,1060367,32.099998,32.099998,31,31.5,31.5,5838
9/20/2017,268.149994,272.049988,267.450012,270.049988,270.049988,12355806,19.65,20.1,19.299999,19.75,19.75,22388972,122.550003,124.400002,121.449997,122.650002,122.650002,24101,1848,1861.449951,1845.25,1848.849976,1848.849976,861532,32,32.049999,31.200001,31.4,31.4,22031
9/21/2017,269.75,271.399994,267.350006,268.5,268.5,8509419,19.75,21.5,19.6,20.950001,20.950001,67554145,122.400002,122.800003,119.400002,121.150002,121.150002,39216,1848,1848.5,1830.699951,1839.099976,1839.099976,1928124,31.4,31.549999,31.049999,31.299999,31.299999,4493
9/22/2017,267.25,267.399994,261.100006,261.850006,261.850006,12860892,20.9,21.25,19.65,19.85,19.85,43054253,120.449997,120.449997,116.099998,116.900002,116.900002,38766,1834.800049,1838.949951,1820,1824.099976,1824.099976,2060881,30.700001,30.950001,30.25,30.4,30.4,14032
9/25/2017,261.5,261.799988,254.399994,258.75,258.75,13937050,19.9,20.25,19.200001,19.9,19.9,33945009,117.75,117.75,111,114.099998,114.099998,28993,1822.449951,1822.449951,1792.599976,1799.75,1799.75,2537307,30.5,30.6,29.25,29.5,29.5,77016
9/26/2017,258.5,259.649994,256,258.25,258.25,11728345,19.85,20.1,19.549999,19.75,19.75,17811732,115,116.699997,113.400002,114.300003,114.300003,46766,1789.050049,1796.599976,1785,1792.300049,1792.300049,2859683,29.85,30.200001,29.549999,29.85,29.85,16193
9/27/2017,259.899994,259.899994,249.5,250.399994,250.399994,17080769,19.85,19.950001,18.75,19.049999,19.049999,27139601,115,116,108,108.400002,108.400002,94123,1796,1805.599976,1770,1776.5,1776.5,1834305,31,32.75,30.049999,30.450001,30.450001,71493
9/28/2017,250.25,253.550003,249.5,252.550003,252.550003,17776419,19.15,20.6,18.9,19.9,19.9,29748725,109.900002,112.550003,107.400002,110.150002,110.150002,79153,1774,1799,1763.300049,1795.300049,1795.300049,6911616,30.5,31,29.65,30.25,30.25,5489
9/29/2017,254.699997,255.5,253.050003,253.850006,253.850006,10073641,20.4,20.4,19.049999,19.200001,19.200001,29115900,111.349998,115,111,114.199997,114.199997,21091,1800.099976,1822,1796.25,1805.699951,1805.699951,1553408,30.65,30.950001,30.25,30.549999,30.549999,8601
10/3/2017,253.850006,256.399994,250.600006,251.300003,251.300003,10547836,19.200001,19.200001,16.75,17.1,17.1,84656937,114.199997,116.550003,113,114.400002,114.400002,15072,1805.699951,1821,1797.099976,1808.849976,1808.849976,1098606,30.549999,30.549999,30.15,30.4,30.4,2624
10/4/2017,251.649994,254.649994,251.350006,253.199997,253.199997,14063896,17.1,17.6,16.75,17.200001,17.200001,46100337,114.349998,115.599998,113.25,113.949997,113.949997,23411,1807.900024,1811.900024,1793.349976,1797,1797,1656276,30.15,30.799999,28.5,29.950001,29.950001,3551
10/5/2017,253.699997,254.100006,249.199997,251.600006,251.600006,13476692,17,17.25,16.799999,17.1,17.1,24864059,112.949997,121,112.949997,119.300003,119.300003,39146,1795,1805,1793.099976,1798.599976,1798.599976,834049,30,30.549999,29.5,29.799999,29.799999,3478
10/6/2017,252.149994,257.899994,252.100006,256.75,256.75,11932139,17.049999,17.5,17,17.200001,17.200001,22785563,120,122.400002,119.5,120,120,27986,1798,1804.449951,1794,1800.099976,1800.099976,757665,30.9,31.700001,29.75,30.1,30.1,12738
10/9/2017,256.799988,258.600006,254.25,256.850006,256.850006,8009211,17.1,17.25,16.75,16.85,16.85,22476645,121,123.599998,118.650002,123.050003,123.050003,48336,1798.800049,1803,1790.5,1795.5,1795.5,765623,30.4,30.4,29.6,29.799999,29.799999,2120
10/10/2017,256.850006,258.200012,255.699997,256.950012,256.950012,9742878,16.85,16.9,16.35,16.700001,16.700001,23658121,123.099998,127.25,122.900002,125.5,125.5,38672,1799,1814.949951,1792.650024,1802.699951,1802.699951,949545,29.6,30.6,29.4,30.049999,30.049999,7383
10/11/2017,257.149994,258.450012,250.449997,251.75,251.75,14192548,16.75,16.950001,15.95,16.299999,16.299999,33027854,125.800003,126.949997,122.300003,123.050003,123.050003,29441,1803.25,1815.25,1787.599976,1790.150024,1790.150024,1316860,31.700001,31.700001,29.25,29.9,29.9,30013
10/12/2017,252,252.949997,248.5,251.199997,251.199997,13404759,16.299999,16.35,15.9,16.25,16.25,19313948,124,124.099998,121.449997,121.849998,121.849998,16947,1795.099976,1821.449951,1788,1818.800049,1818.800049,1345390,30.15,30.700001,30,30,30,4133
10/13/2017,251.100006,255.350006,250.199997,252.100006,252.100006,15697555,16.25,17.5,16.25,17.049999,17.049999,35829306,123.099998,123.75,120.699997,121.099998,121.099998,7198,1826.699951,1856.550049,1822,1850.800049,1850.800049,1608366,30.200001,30.35,29.4,29.700001,29.700001,17369
10/16/2017,254.600006,254.699997,250.100006,252.050003,252.050003,12171830,17.200001,17.35,16.75,17.049999,17.049999,25111919,124,124,119.699997,119.800003,119.800003,10081,1860,1873.25,1842,1857.150024,1857.150024,818636,30,30.15,29.450001,29.6,29.6,14043
10/17/2017,252.050003,254.699997,250.649994,251.149994,251.149994,13505216,17.15,17.35,16.700001,17.049999,17.049999,29103796,121.349998,122.349998,120.400002,121.900002,121.900002,10594,1850,1853.699951,1839.099976,1851.25,1851.25,653322,29.1,30.5,29.1,30.200001,30.200001,23657
10/18/2017,246,247.800003,242.550003,243.75,243.75,20677891,16.950001,17,16.65,16.799999,16.799999,17838396,122.199997,123.349998,120.599998,121.150002,121.150002,16431,1841,1875,1839,1868.5,1868.5,981680,30.049999,30.15,29.6,29.950001,29.950001,4846
10/19/2017,243.800003,245.25,241.149994,242.75,242.75,3458869,16.9,17,16.25,16.4,16.4,9049260,123.75,123.75,121.599998,122,122,7309,1861.800049,1865,1840.650024,1848.400024,1848.400024,142502,30.65,30.65,29.5,30.25,30.25,2420
10/23/2017,242.75,247,242.300003,245.949997,245.949997,8901335,16.4,17.950001,16.4,17.700001,17.700001,67983878,122,124.050003,121,121.599998,121.599998,22765,1848.400024,1869.699951,1836.050049,1863.300049,1863.300049,1040723,30.25,30.5,29.700001,30.049999,30.049999,3693
10/24/2017,246,255.300003,245.949997,254.449997,254.449997,17197805,18.1,18.200001,16.799999,16.950001,16.950001,43561847,122.050003,129.300003,121.349998,126,126,50692,1863,1879.599976,1853,1867.099976,1867.099976,2832218,30.5,31,29.75,30.4,30.4,21149
10/25/2017,279.850006,328.049988,279.850006,324.899994,324.899994,262677081,16.950001,17.1,16.1,16.450001,16.450001,38095441,128.850006,128.850006,124.050003,125.300003,125.300003,42616,1860,1863,1785,1795.099976,1795.099976,5341802,30.85,31.5,29.549999,31.25,31.25,12251
10/26/2017,330,351.299988,317.5,320.5,320.5,112804243,16.15,16.299999,15.65,15.8,15.8,39293408,124.849998,125.949997,122.199997,123.300003,123.300003,11220,1768,1810,1757.849976,1795.349976,1795.349976,7142866,30.85,30.9,30.15,30.799999,30.799999,5428
10/27/2017,320.25,323.600006,310.100006,311.049988,311.049988,27580765,15.8,16.25,15.7,15.9,15.9,22339978,123.849998,125,122,122.599998,122.599998,22882,1804.400024,1807.5,1779,1791.050049,1791.050049,1868022,30.25,31.1,30.25,30.85,30.85,4410
10/30/2017,312,322.350006,310.600006,312,312,28530254,16.049999,16.1,15.55,15.75,15.75,23229626,124.849998,125.599998,123.050003,123.550003,123.550003,18150,1798.25,1816,1792.400024,1815,1815,1355588,31.299999,31.299999,30.299999,30.5,30.5,8404
10/31/2017,313,313.850006,304.299988,305.799988,305.799988,16455750,16.549999,18.299999,16.549999,17.1,17.1,111014103,124.699997,127.050003,122.199997,122.699997,122.699997,55621,1811.5,1811.5,1799.25,1808.5,1808.5,1170615,30.25,30.75,29.950001,30.35,30.35,58980
11/1/2017,309.399994,321.450012,309.399994,319.850006,319.850006,34907283,17.299999,17.35,16.75,17,17,32763220,123.099998,125.5,122,122.300003,122.300003,30373,1815.099976,1825,1812,1821.199951,1821.199951,1047653,30.549999,30.950001,30.299999,30.5,30.5,13996
11/2/2017,320,323.149994,313.549988,314.350006,314.350006,23110527,16.9,17.450001,16.799999,17.299999,17.299999,33371248,123,123.849998,120.800003,122,122,21388,1823,1829.800049,1816.949951,1822.099976,1822.099976,1184486,30.799999,32.200001,30.549999,31.9,31.9,37251
11/3/2017,315.450012,327.5,312.600006,325,325,26898400,17.4,17.450001,16.75,16.9,16.9,28801875,124.449997,124.449997,121.25,122.099998,122.099998,19647,1825.699951,1840,1821.599976,1830.699951,1830.699951,952622,38.200001,38.25,36.5,38.25,38.25,146936
11/6/2017,323.600006,330,321.450012,329,329,17143407,15.8,16.200001,15.5,15.85,15.85,33793987,121.5,123.800003,121.099998,121.300003,121.300003,38815,1825,1840,1822.599976,1828.599976,1828.599976,1537061,43.5,44.849998,40.099998,42.200001,42.200001,599659
11/7/2017,328.950012,331.700012,315.5,317.200012,317.200012,21883541,16.200001,16.35,15.3,15.55,15.55,42904914,122.25,122.949997,118.599998,119.199997,119.199997,37001,1838,1844.949951,1820.75,1823.699951,1823.699951,1861594,42,43,39.299999,39.900002,39.900002,220943
11/8/2017,318,319.299988,306.649994,309.549988,309.549988,20242447,15.65,15.95,15.45,15.6,15.6,25213365,121,123.150002,118.300003,118.900002,118.900002,25533,1825.199951,1833.599976,1819,1825.949951,1825.949951,820786,41.400002,41.400002,38.599998,39.200001,39.200001,86809
11/9/2017,313.149994,318,308.200012,313.700012,313.700012,21846178,15.9,15.95,14.85,15,15,30889340,121.050003,122,118.400002,119.349998,119.349998,33048,1827,1835,1821.099976,1827.849976,1827.849976,778327,39.650002,40.200001,38.5,39,39,35119
11/10/2017,315,338.5,309.5,333.549988,333.549988,82984969,15,15,13.9,14.05,14.05,45628038,120,123,119.699997,120.699997,120.699997,17705,1821.699951,1834.800049,1812.349976,1822,1822,1936090,39.599998,40.700001,32,38.299999,38.299999,153851
11/13/2017,336.75,344.799988,329.75,331.049988,331.049988,38777555,13.4,13.4,12.05,12.15,12.15,64598753,122.949997,122.949997,119,120.400002,120.400002,13602,1822,1823.150024,1795,1813.550049,1813.550049,833968,39,39,36.75,36.950001,36.950001,1057226
11/14/2017,330.350006,334.700012,327.5,329.100006,329.100006,25647162,12.1,12.4,11.4,11.6,11.6,73216825,120.5,120.5,119,119.099998,119.099998,12339,1815.900024,1819,1800,1802.349976,1802.349976,1178117,36.950001,36.950001,35.299999,36.049999,36.049999,100560
11/15/2017,328,331.149994,322.25,324.950012,324.950012,17389606,11.4,11.5,9.6,10.1,10.1,112622356,119.650002,120.400002,118.150002,118.650002,118.650002,18747,1798,1803.650024,1788,1800.25,1800.25,1537092,36,36.150002,33.700001,34.5,34.5,31224
11/16/2017,327.399994,334.200012,323.649994,333.399994,333.399994,22506014,9.95,12.1,9.65,11.7,11.7,173455885,119.599998,121.5,117.900002,120.550003,120.550003,25746,1804,1816,1795.199951,1807.699951,1807.699951,1003243,34,35.25,34,34.450001,34.450001,46369
11/17/2017,345,346.700012,336,337.5,337.5,26518142,12.45,12.6,11.65,12.1,12.1,95324984,121.800003,122.5,118.849998,119.449997,119.449997,13259,1828.699951,1838.300049,1813.150024,1825.550049,1825.550049,1589693,34.5,36.049999,34.5,35.200001,35.200001,30762
11/20/2017,337.100006,337.149994,331.25,333,333,13507662,11.9,12.3,11.45,12.05,12.05,60410871,119.75,120.599998,119,119.5,119.5,16115,1829,1839.699951,1829,1838.150024,1838.150024,598106,35.099998,35.950001,35.099998,35.450001,35.450001,10547
11/21/2017,335,335.399994,330,330.649994,330.649994,14189920,12.05,13.75,12.05,13.5,13.5,160993510,120.5,124,120.400002,122.449997,122.449997,27960,1837.449951,1850,1836.099976,1846.25,1846.25,568883,35.700001,36.700001,34.799999,34.900002,34.900002,36837
11/22/2017,330.850006,339.649994,327,335.299988,335.299988,22861716,13.6,14.2,13.6,13.95,13.95,85245194,123.949997,123.949997,120,121.599998,121.599998,25458,1849.699951,1860,1844.550049,1855.25,1855.25,1415199,35.150002,35.5,34.650002,34.900002,34.900002,17111
11/23/2017,335.5,336.649994,331.649994,334.950012,334.950012,13338423,13.95,14.1,13.45,13.6,13.6,41097447,122.300003,124,120,120.599998,120.599998,23456,1859,1860,1838,1842.849976,1842.849976,808145,35,35.25,34.599998,34.849998,34.849998,6268
11/24/2017,336,337,331.5,332.399994,332.399994,11716981,13.7,13.95,13.35,13.55,13.55,33644380,121.25,122,119.349998,120.849998,120.849998,13466,1843,1857.800049,1841,1851.400024,1851.400024,1300921,35.150002,35.5,34.650002,34.75,34.75,18529
11/27/2017,329.899994,337,328.049988,335.649994,335.649994,13114683,13.5,13.5,13.1,13.35,13.35,29137460,120,123.5,120,121.699997,121.699997,15498,1849,1862,1845.599976,1857.550049,1857.550049,967618,34.75,40.349998,34.650002,39.349998,39.349998,120789
11/28/2017,336,336.700012,331.200012,332,332,16054996,13,13,12.1,12.85,12.85,75481262,123.900002,123.900002,122.199997,123.449997,123.449997,18717,1856,1871,1855.849976,1865.349976,1865.349976,1272635,39.25,39.25,37.799999,38.400002,38.400002,44734
11/29/2017,332.350006,334.850006,327.200012,328.899994,328.899994,11264624,13,13.35,12.3,12.45,12.45,61748013,124,128.600006,122.849998,125.5,125.5,84253,1865,1875.5,1855.800049,1873.300049,1873.300049,818646,38.5,44.849998,38.5,42.75,42.75,309728
11/30/2017,325.799988,326.5,318.5,320.350006,320.350006,27276288,12.25,12.8,12.15,12.6,12.6,60208761,127.75,131,124.949997,128.949997,128.949997,154259,1868.699951,1873.949951,1840,1853.699951,1853.699951,1449078,42.799999,43.900002,42.099998,42.900002,42.900002,203176
12/1/2017,321.5,322.299988,311.25,312.75,312.75,16425620,12.75,12.95,12.2,12.35,12.35,43300888,128.899994,129,120.75,121.25,121.25,88437,1854.900024,1860,1844.099976,1848.199951,1848.199951,964537,43.099998,43.549999,40.049999,40.599998,40.599998,59922
12/4/2017,314.700012,315.950012,311.149994,313.600006,313.600006,13887727,12.4,12.45,11.35,11.5,11.5,64791231,122.949997,122.949997,119.050003,119.699997,119.699997,31406,1854.900024,1854.900024,1830.099976,1834.099976,1834.099976,910483,40.700001,41.099998,38.299999,38.549999,38.549999,29744
12/5/2017,312.5,320.700012,308.799988,319.100006,319.100006,15130931,11.2,11.5,10.7,11.35,11.35,80781882,119,123.5,119,121.550003,121.550003,566163,1826,1828.550049,1807,1820.449951,1820.449951,973340,38.299999,45.599998,37.599998,44.700001,44.700001,342993
12/6/2017,316.700012,317.399994,311.5,312.399994,312.399994,18658202,11.35,11.35,10.6,10.75,10.75,63918770,122.949997,124,120,120.349998,120.349998,47246,1819.949951,1821.349976,1799,1803.300049,1803.300049,1598780,43,44.5,41.549999,42.049999,42.049999,196021
12/7/2017,312.5,317.75,312.450012,316.399994,316.399994,12278558,10.8,11.25,10.8,11.15,11.15,45027184,120.5,121.849998,120.050003,120.400002,120.400002,22148,1806.650024,1816.599976,1803.099976,1809.650024,1809.650024,1057826,43.700001,44.700001,42.099998,43.099998,43.099998,164157
12/8/2017,316.600006,318.850006,312.100006,313.100006,313.100006,16418832,11.2,12.05,11.15,11.65,11.65,92804330,121.5,121.800003,120,120.300003,120.300003,15189,1814,1853,1814,1840.400024,1840.400024,2239100,43.549999,44.299999,38.849998,39.799999,39.799999,176439
12/11/2017,315.950012,319.299988,315.100006,318.399994,318.399994,14014369,11.7,11.9,11.45,11.6,11.6,30778244,121.699997,122.800003,120.25,120.949997,120.949997,12497,1848,1851.75,1840,1846.400024,1846.400024,799558,40,42.099998,40,41.400002,41.400002,134438
12/12/2017,317.75,320.5,314.649994,318.450012,318.450012,17658856,11.7,11.85,11.5,11.65,11.65,19136137,120.800003,121.25,119.199997,120,120,22837,1849.099976,1849.900024,1815.949951,1819.900024,1819.900024,602647,41.349998,41.349998,39.849998,40,40,39281
12/13/2017,316.149994,318.950012,311.149994,313.299988,313.299988,17540585,11.6,11.65,11.1,11.3,11.3,29526900,119.25,120.449997,119.25,119.849998,119.849998,8300,1820.050049,1845,1815.099976,1821.349976,1821.349976,726865,41.049999,43,41.049999,41.5,41.5,226502
12/14/2017,314.299988,315.399994,309.5,314,314,13894451,11.4,12.1,11,11.9,11.9,62521413,120.199997,122.400002,118.400002,121.150002,121.150002,37598,1824,1840,1812,1838.050049,1838.050049,920773,41.25,41.799999,40,40.450001,40.450001,44580
12/15/2017,318.399994,319.350006,311.5,312.25,312.25,16050711,12,12.1,11.65,11.85,11.85,36807566,121.550003,122.449997,120.599998,122,122,14565,1856,1888,1855.5,1873.449951,1873.449951,3112531,40.849998,41.75,40.25,40.549999,40.549999,50143
12/18/2017,308,323.5,300.399994,318.899994,318.899994,32119915,11.95,12.1,11,11.8,11.8,29887258,121.25,128.149994,119.75,127.5,127.5,88614,1855,1899,1809.300049,1878.949951,1878.949951,3074497,40.549999,40.650002,37.25,40.099998,40.099998,54493
12/19/2017,319.450012,322.25,318.399994,319.799988,319.799988,14741481,12,13.05,11.85,12.75,12.75,54839666,129.949997,132.75,128.699997,129.350006,129.350006,80815,1879.800049,1893.650024,1876.150024,1884.5,1884.5,1238028,40.099998,42.450001,40.099998,41.900002,41.900002,91509
12/20/2017,319,319,316.5,317.5,317.5,9895770,13,18.450001,12.9,17.299999,17.299999,263393051,129.850006,146,128.550003,141.550003,141.550003,301325,1898.900024,1903.099976,1863.650024,1868.150024,1868.150024,2335876,41.5,42,41.049999,41.349998,41.349998,38936
12/21/2017,316.600006,318.200012,315.399994,316.75,316.75,9916409,18.5,19.6,17.049999,17.950001,17.950001,353649231,143.199997,147.5,139.5,140,140,119027,1879.900024,1885,1865.199951,1868.300049,1868.300049,1713636,42.400002,42.5,41,41.299999,41.299999,42480
12/22/2017,317.100006,323.850006,316.5,319.850006,319.850006,13821639,18.450001,18.799999,15.4,16.299999,16.299999,204056290,141.75,142,137,138.149994,138.149994,55050,1879,1880,1861.75,1876.650024,1876.650024,1117726,41,41.849998,41,41.25,41.25,51773
12/26/2017,319.850006,319.950012,316.299988,317.149994,317.149994,9329690,16.299999,23.200001,16.299999,21.5,21.5,490348330,138.149994,144,138.149994,141.899994,141.899994,24630,1876.650024,1882.800049,1856.699951,1868.349976,1868.349976,1696424,41.25,41.400002,40.650002,40.900002,40.900002,27608
12/27/2017,316.5,320.299988,313.049988,314.850006,314.850006,14276027,23.65,29.950001,23.65,28.700001,28.700001,781836478,140.800003,141.850006,136.25,137.449997,137.449997,34830,1870.099976,1870.300049,1851.150024,1856.75,1856.75,872346,41,41.400002,40.049999,40.5,40.5,47417
12/28/2017,315.299988,316.5,307.649994,308.399994,308.399994,20353152,30.6,34.400002,29.25,30.9,30.9,774653485,137.350006,139.5,135.449997,136.100006,136.100006,19450,1858.900024,1880.900024,1858,1878.050049,1878.050049,2175130,40.75,41,39.75,39.799999,39.799999,37554
12/29/2017,310,312,309.049988,309.899994,309.899994,11939569,33.950001,40.150002,33.950001,36.150002,36.150002,685286689,136.899994,140.449997,136.25,137.350006,137.350006,33430,1876.800049,1879.199951,1868.150024,1872.400024,1872.400024,1586468,40.200001,41.25,39.75,39.950001,39.950001,31008
1/1/2018,310.600006,312.75,306.299988,307.100006,307.100006,12182400,37.25,37.450001,33.599998,35.349998,35.349998,352686945,138.800003,141.800003,137.350006,138.199997,138.199997,65444,1872.699951,1880.75,1850.5,1854.5,1854.5,1645129,40.5,41.900002,39.200001,39.849998,39.849998,50216
